timestamp,pipeline_id,stage_name,job_name,task_name,status,branch,user,environment,hour,weekday,message_len,message_has_fail,is_user_unknown,is_env_unknown,job_fail_count,target,pipeline_id_enc,stage_name_enc,job_name_enc,task_name_enc,branch_enc,user_enc,environment_enc
2024-05-23 05:13:23+00:00,pipe-bhogj,Deploy,run_unit_tests,test,skipped,branch_gzz,unknown_user,staging,5,3,44,0,1,0,0,0,53,2,4,4,203,0,2
2024-01-08 15:42:32+00:00,pipe-yjiju,Build,run_integration_tests,build,success,branch_kly,user_xon,unknown_environment,15,0,28,0,0,1,0,0,752,1,3,1,303,356,3
2024-08-30 02:32:22+00:00,pipe-ucwas,Analysis,deploy_to_staging,build,skipped,branch_itx,unknown_user,unknown_environment,2,4,44,0,1,1,0,0,615,0,2,1,261,0,3
2024-09-17 17:04:06+00:00,pipe-occta,Build,run_unit_tests,analyze,skipped,branch_pad,user_hky,unknown_environment,17,1,44,0,0,1,0,0,430,1,4,0,440,107,3
2024-02-14 13:19:12+00:00,pipe-avmxf,Analysis,run_integration_tests,test,success,branch_dea,unknown_user,unknown_environment,13,2,28,0,1,1,0,0,29,0,3,4,101,0,3
2024-08-11 21:57:54+00:00,pipe-ghtyq,Deploy,build_and_test,test,skipped,branch_diy,unknown_user,staging,21,6,44,0,1,0,0,0,205,2,0,4,109,0,2
2024-02-28 14:28:50+00:00,pipe-frian,Build,deploy_to_dev,test,success,branch_ueq,user_bce,unknown_environment,14,2,28,0,0,1,0,0,181,1,1,4,606,19,3
2024-08-31 07:30:36+00:00,pipe-oxhxh,Deploy,deploy_to_staging,checkout,running,branch_qtp,unknown_user,development,7,5,30,0,1,0,0,0,462,2,2,2,492,0,0
2024-04-01 17:21:11+00:00,pipe-odylu,Analysis,deploy_to_dev,deploy,failed,branch_rxk,unknown_user,unknown_environment,17,0,22,1,1,1,0,1,434,0,1,3,532,0,3
2024-01-31 09:52:55+00:00,pipe-gjkfx,Deploy,run_unit_tests,deploy,failed,branch_nsr,unknown_user,development,9,2,22,1,1,0,0,1,207,2,4,3,396,0,0
2024-03-02 20:20:28+00:00,pipe-xbpne,Test,build_and_test,test,failed,branch_vag,unknown_user,unknown_environment,20,5,22,1,1,1,0,1,711,3,0,4,625,0,3
2024-05-20 16:11:33+00:00,pipe-bthxj,Build,deploy_to_dev,test,success,branch_avl,unknown_user,unknown_environment,16,0,28,0,1,1,0,0,69,1,1,4,22,0,3
2024-07-09 08:59:52+00:00,pipe-xyxmg,Deploy,run_integration_tests,test,running,branch_xyn,unknown_user,development,8,1,30,0,1,0,0,0,737,2,3,4,713,0,0
2024-05-30 13:29:30+00:00,pipe-fksav,Deploy,deploy_to_dev,build,failed,branch_ptk,user_xgx,development,13,3,22,1,0,0,0,1,176,2,1,1,465,353,0
2024-11-08 05:55:41+00:00,pipe-pwjrh,Analysis,deploy_to_staging,build,skipped,branch_hfc,user_juj,unknown_environment,5,4,44,0,0,1,0,0,495,0,2,1,208,142,3
2024-03-31 06:54:02+00:00,pipe-hunyi,Build,deploy_to_staging,build,running,branch_hqc,unknown_user,unknown_environment,6,6,30,0,1,1,0,0,243,1,2,1,222,0,3
2024-02-08 12:28:26+00:00,pipe-arqgt,Analysis,build_and_test,deploy,skipped,branch_lhg,unknown_user,unknown_environment,12,3,44,0,1,1,0,0,23,0,0,3,334,0,3
2024-11-24 04:16:35+00:00,pipe-ayqae,Build,build_and_test,checkout,skipped,branch_uda,unknown_user,unknown_environment,4,6,44,0,1,1,0,0,35,1,0,2,604,0,3
2024-07-13 07:14:58+00:00,pipe-wccin,Deploy,run_unit_tests,build,failed,branch_lcy,user_blq,development,7,5,22,1,0,0,0,1,674,2,4,1,331,21,0
2024-01-25 21:01:54+00:00,pipe-znyao,Deploy,run_unit_tests,checkout,running,branch_bcp,unknown_user,production,21,3,30,0,1,0,0,0,785,2,4,2,34,0,1
2024-12-04 08:09:43+00:00,pipe-qvsyn,Analysis,run_integration_tests,build,skipped,branch_svs,unknown_user,unknown_environment,8,2,44,0,1,1,0,0,518,0,3,1,561,0,3
2024-03-20 17:39:56+00:00,pipe-mpeen,Test,run_unit_tests,checkout,failed,branch_kdp,unknown_user,unknown_environment,17,2,22,1,1,1,0,1,381,3,4,2,298,0,3
2024-08-08 23:16:52+00:00,pipe-xdiib,Analysis,run_unit_tests,deploy,success,branch_obt,user_yat,unknown_environment,23,3,28,0,0,1,0,0,712,0,4,3,405,363,3
2024-05-12 05:42:37+00:00,pipe-hfllf,Build,build_and_test,checkout,success,branch_ysy,unknown_user,unknown_environment,5,6,28,0,1,1,0,0,233,1,0,2,743,0,3
2024-07-26 06:18:36+00:00,pipe-gucow,Build,deploy_to_dev,analyze,failed,branch_pfb,unknown_user,unknown_environment,6,4,22,1,1,1,0,1,218,1,1,0,447,0,3
2024-09-24 01:28:16+00:00,pipe-sxksj,Test,run_integration_tests,build,failed,branch_jsb,unknown_user,unknown_environment,1,1,22,1,1,1,0,1,576,3,3,1,282,0,3
2024-07-18 11:27:03+00:00,pipe-ikqzx,Build,run_integration_tests,test,success,branch_nde,unknown_user,unknown_environment,11,3,28,0,1,1,0,0,263,1,3,4,380,0,3
2024-07-26 18:17:59+00:00,pipe-fylhm,Test,run_integration_tests,build,running,branch_bxo,user_ixe,unknown_environment,18,4,30,0,0,1,0,0,193,3,3,1,64,130,3
2024-02-13 21:27:05+00:00,pipe-axmrj,Analysis,deploy_to_dev,test,success,branch_dkc,user_dxz,unknown_environment,21,1,28,0,0,1,0,0,32,0,1,4,110,54,3
2024-10-27 11:35:50+00:00,pipe-rlatm,Test,run_unit_tests,build,running,branch_vhb,unknown_user,unknown_environment,11,6,30,0,1,1,0,0,541,3,4,1,636,0,3
2024-04-10 22:48:05+00:00,pipe-axjjm,Deploy,deploy_to_dev,deploy,skipped,branch_zaf,user_pvy,staging,22,2,44,0,0,0,0,0,31,2,1,3,751,229,2
2024-10-25 04:53:30+00:00,pipe-xherz,Deploy,run_unit_tests,analyze,running,branch_nkh,user_dds,development,4,4,30,0,0,0,0,0,717,2,4,0,388,48,0
2024-01-25 13:32:50+00:00,pipe-kkpun,Build,deploy_to_dev,checkout,failed,branch_ecd,unknown_user,unknown_environment,13,3,22,1,1,1,0,1,321,1,1,2,128,0,3
2024-09-07 15:54:38+00:00,pipe-wzayg,Analysis,run_integration_tests,test,failed,branch_yey,unknown_user,unknown_environment,15,5,22,1,1,1,0,1,707,0,3,4,722,0,3
2024-08-21 21:09:46+00:00,pipe-pbknf,Test,run_unit_tests,checkout,success,branch_jkr,user_exh,unknown_environment,21,2,28,0,0,1,0,0,466,3,4,2,277,69,3
2024-06-03 20:58:51+00:00,pipe-agxgg,Deploy,deploy_to_dev,deploy,failed,branch_hha,unknown_user,production,20,0,22,1,1,0,0,1,10,2,1,3,212,0,1
2024-04-14 22:06:01+00:00,pipe-zbxmg,Deploy,build_and_test,test,skipped,branch_mxg,unknown_user,staging,22,6,44,0,1,0,0,0,769,2,0,4,378,0,2
2024-07-28 18:30:51+00:00,pipe-bvhxp,Test,run_unit_tests,checkout,failed,branch_bdx,unknown_user,unknown_environment,18,6,22,1,1,1,0,1,74,3,4,2,39,0,3
2024-04-22 03:30:53+00:00,pipe-kefof,Deploy,run_integration_tests,test,running,branch_fqn,user_nfl,staging,3,0,30,0,0,0,0,0,311,2,3,4,168,187,2
2024-10-31 01:04:21+00:00,pipe-adxsr,Analysis,deploy_to_dev,deploy,running,branch_faw,user_ngm,unknown_environment,1,3,30,0,0,1,0,0,4,0,1,3,150,189,3
2024-07-30 03:03:25+00:00,pipe-eprih,Analysis,deploy_to_dev,build,running,branch_arg,unknown_user,unknown_environment,3,1,30,0,1,1,0,0,145,0,1,1,19,0,3
2024-09-01 16:47:14+00:00,pipe-xxckm,Analysis,build_and_test,checkout,failed,branch_qwu,unknown_user,unknown_environment,16,6,22,1,1,1,0,1,734,0,0,2,497,0,3
2024-02-09 04:38:09+00:00,pipe-ofkhs,Build,build_and_test,build,failed,branch_lzk,user_bvm,unknown_environment,4,4,22,1,0,1,0,1,437,1,0,1,357,28,3
2024-01-20 21:04:33+00:00,pipe-ukrfd,Deploy,build_and_test,test,running,branch_mpt,unknown_user,production,21,5,30,0,1,0,0,0,628,2,0,4,371,0,1
2024-12-11 15:14:08+00:00,pipe-zikot,Analysis,build_and_test,build,success,branch_bcw,unknown_user,unknown_environment,15,2,28,0,1,1,0,0,777,0,0,1,36,0,3
2024-02-02 17:29:53+00:00,pipe-lpcgq,Build,build_and_test,deploy,running,branch_bcn,unknown_user,unknown_environment,17,4,30,0,1,1,0,0,358,1,0,3,33,0,3
2024-10-01 12:55:17+00:00,pipe-rrzzy,Test,build_and_test,test,running,branch_whv,unknown_user,unknown_environment,12,1,30,0,1,1,0,0,550,3,0,4,664,0,3
2024-06-26 05:08:21+00:00,pipe-feknr,Analysis,deploy_to_staging,build,failed,branch_qfd,user_qlr,unknown_environment,5,2,22,1,0,1,0,1,169,0,2,1,477,239,3
2024-03-09 04:06:32+00:00,pipe-zvkjb,Build,build_and_test,build,running,branch_abc,user_ufw,unknown_environment,4,5,30,0,0,1,0,0,799,1,0,1,0,304,3
2024-06-03 06:15:40+00:00,pipe-bmxgt,Test,run_unit_tests,deploy,failed,branch_xnw,user_czj,unknown_environment,6,0,22,1,0,1,0,1,62,3,4,3,700,45,3
2024-07-17 09:44:03+00:00,pipe-gwmyg,Build,build_and_test,build,failed,branch_xyn,user_ilm,unknown_environment,9,2,22,1,0,1,0,1,225,1,0,1,713,123,3
2024-04-01 18:20:24+00:00,pipe-ddkns,Analysis,run_unit_tests,checkout,success,branch_dlm,user_pha,unknown_environment,18,0,28,0,0,1,0,0,102,0,4,2,112,217,3
2024-09-02 23:48:06+00:00,pipe-wwcso,Test,build_and_test,analyze,running,branch_fpb,unknown_user,unknown_environment,23,0,30,0,1,1,0,0,702,3,0,0,165,0,3
2024-07-21 10:13:39+00:00,pipe-btcbh,Analysis,run_unit_tests,checkout,failed,branch_pox,user_nvf,unknown_environment,10,6,22,1,0,1,0,1,68,0,4,2,458,198,3
2024-06-13 10:51:50+00:00,pipe-bmvzu,Build,build_and_test,build,failed,branch_sqt,user_gnw,unknown_environment,10,3,22,1,0,1,0,1,61,1,0,1,557,94,3
2024-11-18 00:07:31+00:00,pipe-eqacb,Deploy,run_unit_tests,build,success,branch_wkt,user_vjz,staging,0,0,28,0,0,0,0,0,146,2,4,1,669,324,2
2024-07-23 21:57:33+00:00,pipe-nywyx,Deploy,run_unit_tests,deploy,skipped,branch_lre,unknown_user,staging,21,1,44,0,1,0,0,0,424,2,4,3,341,0,2
2024-02-03 05:22:23+00:00,pipe-uaykt,Deploy,build_and_test,checkout,success,branch_hzx,user_yqs,staging,5,5,28,0,0,0,0,0,609,2,0,2,235,376,2
2024-11-10 04:03:45+00:00,pipe-ntpur,Test,deploy_to_staging,checkout,success,branch_gol,unknown_user,unknown_environment,4,6,28,0,1,1,0,0,418,3,2,2,188,0,3
2024-01-22 09:31:43+00:00,pipe-bvgdr,Build,run_unit_tests,analyze,success,branch_rbp,user_sfb,unknown_environment,9,0,28,0,0,1,0,0,73,1,4,0,502,267,3
2024-01-30 05:40:04+00:00,pipe-peqjr,Build,run_integration_tests,deploy,success,branch_ryy,unknown_user,unknown_environment,5,1,28,0,1,1,0,0,469,1,3,3,537,0,3
2024-10-26 00:28:51+00:00,pipe-uoihp,Build,run_integration_tests,checkout,skipped,branch_gby,unknown_user,unknown_environment,0,5,44,0,1,1,0,0,632,1,3,2,178,0,3
2024-07-28 08:36:22+00:00,pipe-mooze,Deploy,run_integration_tests,test,success,branch_lgx,user_qmj,production,8,6,28,0,0,0,0,0,380,2,3,4,333,240,1
2024-07-09 08:25:38+00:00,pipe-anrep,Test,run_integration_tests,test,success,branch_pcd,user_jds,unknown_environment,8,1,28,0,0,1,0,0,19,3,3,4,445,139,3
2024-04-02 07:45:48+00:00,pipe-ygssv,Analysis,build_and_test,analyze,running,branch_kil,unknown_user,unknown_environment,7,1,30,0,1,1,0,0,747,0,0,0,301,0,3
2024-12-11 08:23:44+00:00,pipe-ubslj,Deploy,run_unit_tests,analyze,running,branch_qpq,unknown_user,staging,8,2,30,0,1,0,0,0,611,2,4,0,489,0,2
2024-07-08 00:50:03+00:00,pipe-uzcwq,Test,run_integration_tests,checkout,failed,branch_del,user_nke,unknown_environment,0,0,22,1,0,1,0,1,647,3,3,2,102,192,3
2024-08-21 06:25:37+00:00,pipe-ihqvu,Build,deploy_to_dev,checkout,success,branch_cig,unknown_user,unknown_environment,6,2,28,0,1,1,0,0,257,1,1,2,75,0,3
2024-07-24 17:49:14+00:00,pipe-ajeiv,Build,run_unit_tests,deploy,skipped,branch_sld,unknown_user,unknown_environment,17,2,44,0,1,1,0,0,14,1,4,3,550,0,3
2024-05-22 16:13:49+00:00,pipe-bckhc,Analysis,deploy_to_staging,checkout,running,branch_vlk,user_zaa,unknown_environment,16,2,30,0,0,1,0,0,41,0,2,2,645,383,3
2024-04-05 01:59:54+00:00,pipe-exhjd,Deploy,deploy_to_staging,build,failed,branch_fss,user_tvn,staging,1,4,22,1,0,0,0,1,160,2,2,1,171,296,2
2024-06-18 05:15:11+00:00,pipe-thxgy,Deploy,build_and_test,analyze,success,branch_neg,unknown_user,staging,5,1,28,0,1,0,0,0,586,2,0,0,382,0,2
2024-10-25 19:33:26+00:00,pipe-nxbsu,Test,run_integration_tests,analyze,skipped,branch_hyq,unknown_user,unknown_environment,19,4,44,0,1,1,0,0,421,3,3,0,231,0,3
2024-02-03 02:44:04+00:00,pipe-fpdym,Deploy,run_integration_tests,analyze,skipped,branch_rrg,unknown_user,staging,2,5,44,0,1,0,0,0,179,2,3,0,524,0,2
2024-03-20 05:03:56+00:00,pipe-sygwv,Analysis,run_unit_tests,test,running,branch_bcq,user_zmh,unknown_environment,5,2,30,0,0,1,0,0,578,0,4,4,35,392,3
2024-02-02 02:22:11+00:00,pipe-dzzvq,Deploy,run_integration_tests,build,success,branch_wjm,unknown_user,staging,2,4,28,0,1,0,0,0,123,2,3,1,668,0,2
2024-08-03 22:27:38+00:00,pipe-bicau,Deploy,run_unit_tests,test,failed,branch_lah,unknown_user,production,22,5,22,1,1,0,0,1,54,2,4,4,327,0,1
2024-02-08 08:01:44+00:00,pipe-krbsz,Analysis,run_unit_tests,test,success,branch_fdm,user_nom,unknown_environment,8,3,28,0,0,1,0,0,328,0,4,4,153,195,3
2024-02-20 02:40:04+00:00,pipe-uqinf,Test,run_unit_tests,test,success,branch_onc,user_rro,unknown_environment,2,1,28,0,0,1,0,0,637,3,4,4,421,258,3
2024-12-09 02:39:55+00:00,pipe-cgxgq,Test,build_and_test,analyze,failed,branch_rmd,user_apo,unknown_environment,2,0,22,1,0,1,0,1,82,3,0,0,514,10,3
2024-07-17 20:00:07+00:00,pipe-wuyzf,Deploy,deploy_to_dev,checkout,skipped,branch_nvh,user_qqr,staging,20,2,44,0,0,0,0,0,699,2,1,2,399,243,2
2024-11-15 06:00:32+00:00,pipe-kiayp,Build,build_and_test,build,running,branch_alc,unknown_user,unknown_environment,6,4,30,0,1,1,0,0,316,1,0,1,12,0,3
2024-04-20 10:05:58+00:00,pipe-qhuxq,Analysis,run_unit_tests,deploy,success,branch_akg,user_fjt,unknown_environment,10,5,28,0,0,1,0,0,505,0,4,3,10,76,3
2024-01-14 01:04:57+00:00,pipe-xjllt,Test,run_unit_tests,checkout,skipped,branch_hlk,user_dwy,unknown_environment,1,6,44,0,0,1,0,0,721,3,4,2,215,53,3
2024-10-29 19:08:34+00:00,pipe-rcolj,Test,build_and_test,test,running,branch_hzu,unknown_user,unknown_environment,19,1,30,0,1,1,0,0,533,3,0,4,234,0,3
2024-11-25 20:51:41+00:00,pipe-qufwq,Deploy,run_integration_tests,test,success,branch_awb,user_asu,development,20,0,28,0,0,0,0,0,514,2,3,4,24,14,0
2024-09-29 11:17:46+00:00,pipe-akdsj,Build,run_unit_tests,checkout,success,branch_gtd,unknown_user,unknown_environment,11,6,28,0,1,1,0,0,15,1,4,2,196,0,3
2024-05-16 22:46:08+00:00,pipe-uerzm,Test,run_integration_tests,test,running,branch_sgz,unknown_user,unknown_environment,22,3,30,0,1,1,0,0,618,3,3,4,544,0,3
2024-01-21 19:35:49+00:00,pipe-ifjqp,Analysis,run_integration_tests,deploy,running,branch_tyo,unknown_user,unknown_environment,19,6,30,0,1,1,0,0,254,0,3,3,596,0,3
2024-03-21 07:54:31+00:00,pipe-qbtej,Build,run_integration_tests,analyze,running,branch_kra,unknown_user,unknown_environment,7,3,30,0,1,1,0,0,499,1,3,0,312,0,3
2024-10-31 16:08:08+00:00,pipe-rsycf,Analysis,deploy_to_staging,deploy,success,branch_jzv,user_hsv,unknown_environment,16,3,28,0,0,1,0,0,552,0,2,3,293,112,3
2024-01-14 21:53:00+00:00,pipe-yicwc,Test,run_integration_tests,deploy,failed,branch_kwt,unknown_user,unknown_environment,21,6,22,1,1,1,0,1,749,3,3,3,322,0,3
2024-06-21 02:29:11+00:00,pipe-gtrbk,Deploy,run_unit_tests,build,success,branch_qlg,unknown_user,staging,2,4,28,0,1,0,0,0,216,2,4,1,482,0,2
2024-02-24 03:01:25+00:00,pipe-jfkqt,Test,deploy_to_staging,deploy,skipped,branch_dey,unknown_user,unknown_environment,3,5,44,0,1,1,0,0,285,3,2,3,106,0,3
2024-01-25 06:57:37+00:00,pipe-klzmz,Deploy,run_unit_tests,deploy,failed,branch_des,unknown_user,production,6,3,22,1,1,0,0,1,325,2,4,3,104,0,1
2024-01-11 01:56:30+00:00,pipe-nndcd,Deploy,run_integration_tests,test,failed,branch_yuj,user_iyh,development,1,3,22,1,0,0,0,1,411,2,3,4,745,133,0
2024-07-28 18:56:51+00:00,pipe-ledgr,Analysis,deploy_to_dev,checkout,success,branch_hzh,user_onw,unknown_environment,18,6,28,0,0,1,0,0,349,0,1,2,232,206,3
2024-06-12 20:20:00+00:00,pipe-vacaa,Analysis,run_unit_tests,deploy,failed,branch_rqs,user_nrc,unknown_environment,20,2,22,1,0,1,0,1,649,0,4,3,521,196,3
2024-06-03 16:04:11+00:00,pipe-depay,Test,run_unit_tests,build,success,branch_syp,user_ovq,unknown_environment,16,0,28,0,0,1,0,0,104,3,4,1,569,210,3
2024-01-22 13:36:04+00:00,pipe-otuah,Analysis,build_and_test,deploy,skipped,branch_hzt,unknown_user,unknown_environment,13,0,44,0,1,1,0,0,459,0,0,3,233,0,3
2024-12-27 03:47:43+00:00,pipe-uoldy,Test,deploy_to_staging,test,skipped,branch_zuj,unknown_user,unknown_environment,3,4,44,0,1,1,0,0,633,3,2,4,770,0,3
2024-10-18 22:13:27+00:00,pipe-xqbzs,Build,deploy_to_staging,deploy,failed,branch_vki,user_jdy,unknown_environment,22,4,22,1,0,1,0,1,725,1,2,3,641,140,3
2024-10-26 00:19:48+00:00,pipe-sryzv,Build,run_integration_tests,deploy,success,branch_gjh,user_qbc,unknown_environment,0,5,28,0,0,1,0,0,570,1,3,3,184,232,3
2024-08-06 20:41:58+00:00,pipe-gpbvd,Analysis,build_and_test,deploy,skipped,branch_slm,unknown_user,unknown_environment,20,1,44,0,1,1,0,0,214,0,0,3,552,0,3
2024-03-23 17:38:37+00:00,pipe-eqmye,Test,build_and_test,deploy,running,branch_lws,user_vaq,unknown_environment,17,5,30,0,0,1,0,0,150,3,0,3,352,318,3
2024-08-02 15:17:30+00:00,pipe-nlidl,Deploy,build_and_test,build,success,branch_oex,user_ngk,production,15,4,28,0,0,0,0,0,407,2,0,1,409,188,1
2024-11-24 01:33:29+00:00,pipe-zfnbc,Test,deploy_to_dev,build,success,branch_mcp,unknown_user,unknown_environment,1,6,28,0,1,1,0,0,774,3,1,1,362,0,3
2024-07-22 02:34:00+00:00,pipe-viihu,Test,deploy_to_staging,checkout,running,branch_nvo,unknown_user,unknown_environment,2,0,30,0,1,1,0,0,658,3,2,2,400,0,3
2024-09-10 00:16:29+00:00,pipe-psshg,Deploy,deploy_to_dev,deploy,running,branch_tnq,user_ogf,production,0,1,30,0,0,0,0,0,490,2,1,3,584,203,1
2024-08-08 05:16:00+00:00,pipe-hhztk,Test,run_unit_tests,analyze,skipped,branch_cic,user_xvn,unknown_environment,5,3,44,0,0,1,0,0,235,3,4,0,74,359,3
2024-03-06 12:55:06+00:00,pipe-jhzyp,Deploy,run_unit_tests,analyze,success,branch_wem,user_rqu,production,12,2,28,0,0,0,0,0,291,2,4,0,662,256,1
2024-07-26 18:28:07+00:00,pipe-bpdpu,Build,build_and_test,analyze,success,branch_ddb,unknown_user,unknown_environment,18,4,28,0,1,1,0,0,64,1,0,0,99,0,3
2024-03-16 20:01:16+00:00,pipe-eckkd,Build,run_integration_tests,analyze,failed,branch_try,user_ivg,unknown_environment,20,5,22,1,0,1,0,1,128,1,3,0,589,128,3
2024-01-19 05:14:09+00:00,pipe-furpq,Test,build_and_test,test,failed,branch_vch,unknown_user,unknown_environment,5,4,22,1,1,1,0,1,187,3,0,4,629,0,3
2024-08-08 18:41:31+00:00,pipe-mulby,Build,deploy_to_staging,checkout,failed,branch_bli,unknown_user,unknown_environment,18,3,22,1,1,1,0,1,387,1,2,2,50,0,3
2024-10-20 17:39:18+00:00,pipe-llrgx,Analysis,deploy_to_staging,analyze,failed,branch_tlv,user_imh,unknown_environment,17,6,22,1,0,1,0,1,356,0,2,0,581,124,3
2024-09-03 04:30:14+00:00,pipe-whrxa,Test,run_unit_tests,deploy,failed,branch_fal,unknown_user,unknown_environment,4,1,22,1,1,1,0,1,684,3,4,3,149,0,3
2024-09-20 05:15:43+00:00,pipe-jgqpw,Analysis,deploy_to_staging,build,running,branch_may,user_ufp,unknown_environment,5,4,30,0,0,1,0,0,288,0,2,1,361,302,3
2024-09-13 14:05:10+00:00,pipe-zqvqw,Build,run_integration_tests,build,failed,branch_gnp,unknown_user,unknown_environment,14,4,22,1,1,1,0,1,790,1,3,1,187,0,3
2024-10-21 09:38:47+00:00,pipe-erbjb,Build,run_integration_tests,build,running,branch_pab,unknown_user,unknown_environment,9,0,30,0,1,1,0,0,152,1,3,1,439,0,3
